id,device_identifier,ts_generation,co2,humidity,pressure,temperature,battery
72536,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689900022791,489,69.5,1004.1,24.1,
72547,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689900624491,494,69.5,1003.9,24.1,
72558,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689901222754,479,70.5,1003.9,23.7,
72569,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689901822707,485,71.0,1003.9,23.6,
72580,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689902422706,475,70.0,1003.7,23.9,
72591,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689903022672,486,70.0,1003.6,23.8,
72602,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689903622613,482,69.5,1003.5,23.7,
72613,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689904222607,465,69.0,1003.4,23.7,
72624,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689904822573,481,68.0,1003.5,23.6,
72635,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689905424256,487,68.0,1003.6,23.4,
72646,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689906022523,495,69.5,1003.6,23.1,
72657,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689906622496,500,71.0,1003.7,22.7,
72669,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689907222515,482,71.0,1004.1,23.0,
72679,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689907822444,514,73.0,1004.3,23.4,
72690,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689908422414,521,76.5,1004.4,23.0,
72701,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689909022376,528,78.5,1004.7,23.0,
72712,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689909622360,505,80.5,1004.9,22.7,
72723,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689910222356,533,80.0,1004.9,23.0,
72734,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689910822272,531,80.5,1005.0,23.3,
72745,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689911422300,531,82.0,1005.1,23.5,
72756,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689912022235,541,82.5,1005.2,23.4,
72767,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689912622204,577,83.0,1005.2,23.3,
72778,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689913222184,541,82.0,1005.2,23.2,
72789,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689913822146,553,82.5,1005.3,23.0,
72800,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689914422071,532,82.5,1005.4,23.1,
72810,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689915022085,504,83.0,1005.3,23.4,
72821,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689915622107,500,82.0,1005.4,23.7,
72833,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689916222032,511,81.0,1005.2,24.0,
72844,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689916822008,503,77.0,1005.3,25.1,
72855,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689917421964,506,73.0,1005.2,26.6,
72865,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689918021921,494,69.0,1005.1,27.5,
72876,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689918621908,490,65.5,1005.0,28.8,
72886,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689919221889,489,62.5,1005.0,29.6,
72897,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689919821862,485,62.0,1004.8,30.3,
72907,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689920421834,492,57.0,1004.7,31.5,
72918,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689921021805,469,54.5,1004.5,32.3,
72929,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689921621746,484,53.0,1004.1,32.1,
72940,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689922221728,476,52.0,1004.0,32.6,
72951,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689922821712,463,53.0,1004.0,33.5,
72962,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689923421680,471,48.5,1003.9,33.9,
72973,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689924021660,474,46.5,1003.9,33.8,
72984,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689924621635,471,46.5,1003.7,33.7,
72996,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689925221583,460,47.0,1003.7,33.9,
73006,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689925821578,465,44.5,1003.7,35.0,
73017,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689926421551,476,44.5,1003.1,35.1,
73028,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689927021512,454,46.0,1002.7,35.1,
73039,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689927621488,465,46.5,1002.3,34.8,
73049,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689928221466,464,45.0,1002.2,34.2,
73060,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689928821413,455,47.5,1002.3,34.2,
73071,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689929421400,447,45.5,1002.4,34.6,
73082,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689930021378,477,44.5,1002.5,35.0,
73093,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689930621364,434,45.0,1002.4,35.0,
73104,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689931221342,453,44.0,1002.3,35.4,
73115,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689931821310,458,43.0,1002.7,35.9,
73126,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689932421257,466,43.5,1002.8,36.4,
73137,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689933021254,461,41.0,1003.2,37.5,
73148,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689933621261,448,40.5,1003.1,37.4,
73159,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689934221191,441,39.5,1002.4,36.2,
73170,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689934821196,444,39.0,1002.7,35.7,
73181,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689935421155,455,38.5,1003.1,34.9,
73192,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689936021109,456,41.0,1003.1,33.4,
73203,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689936622817,448,43.5,1003.5,32.9,
73214,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689937221092,468,46.0,1004.1,32.1,
73225,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689937821054,458,53.5,1004.4,30.4,
73236,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689938421039,461,56.5,1004.8,29.5,
73247,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689939021004,456,56.0,1005.1,30.0,
73258,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689939620950,449,55.0,1005.1,30.3,
73269,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689940220918,425,53.0,1005.1,30.6,
73280,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689940820924,434,50.5,1004.7,31.2,
73291,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689941420890,432,50.0,1004.5,32.2,
73302,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689942020869,450,50.0,1004.3,32.0,
73313,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689942620828,436,49.0,1004.2,32.5,
73325,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689943220794,447,48.5,1004.0,32.9,
73335,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689943820801,437,48.0,1003.8,32.7,
73346,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689944420811,451,49.0,1003.6,33.0,
73357,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689945020734,460,49.5,1003.4,33.1,
73368,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689945620716,450,46.0,1003.3,34.0,
73379,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689946220685,447,46.0,1003.1,34.1,
73389,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689946820657,457,47.0,1003.1,34.1,
73401,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689947420674,450,46.0,1003.0,34.3,
73412,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689948020607,455,45.5,1002.9,34.7,
73423,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689948620572,432,43.5,1002.7,35.2,
73434,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689949220562,442,42.0,1002.4,35.4,
73445,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689949820519,446,42.0,1002.2,35.5,
73456,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689950420496,444,42.0,1002.0,35.7,
73467,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689951020482,426,42.5,1002.0,34.9,
73478,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689951622171,430,60.5,1002.0,30.6,
73490,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689952220427,424,57.0,1002.2,29.1,
73501,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689952820405,434,54.5,1002.1,29.2,
73512,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689953420344,424,52.0,1002.1,30.7,
73523,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689954020328,438,50.0,1002.3,30.4,
73534,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689954620310,432,50.5,1002.4,30.4,
73545,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689955220278,439,50.0,1002.5,30.5,
73556,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689955820255,450,48.5,1002.8,30.9,
73567,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689956420243,435,48.0,1002.8,30.3,
73578,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689957020184,451,49.5,1003.0,29.9,
73589,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689957620169,431,47.5,1002.8,30.2,100.0
73600,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689958220177,457,45.0,1002.8,32.0,
73611,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689958820126,436,44.5,1002.7,32.6,
73622,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689959420084,448,44.0,1002.7,32.3,
73633,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689960020079,440,45.0,1002.7,31.6,
73644,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689960620026,441,45.0,1002.8,31.9,
73656,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689961220001,451,45.0,1003.0,31.9,
73667,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689961819980,433,47.0,1003.0,31.6,
73678,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689962419982,437,45.5,1003.0,31.3,
73689,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689963019929,407,48.5,1003.3,30.5,
73700,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689963619878,449,60.0,1003.4,29.1,
73711,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689964219866,438,62.5,1003.4,28.0,
73722,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689964819825,447,64.5,1003.6,27.2,
73733,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689965419817,440,66.0,1003.8,26.6,
73744,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689966019780,463,67.0,1003.8,26.3,
73755,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689966619743,456,67.5,1003.8,26.0,
73766,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689967219731,464,66.5,1004.1,25.8,
73777,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689967819734,457,66.5,1004.2,25.6,
73788,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689968419654,455,67.5,1004.2,25.3,
73799,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689969019638,468,68.0,1004.6,25.1,
73810,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689969619606,454,68.5,1004.9,24.8,
73822,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689970219573,460,69.0,1005.4,24.6,
73832,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689970819563,481,68.5,1005.8,24.8,
73843,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689971419503,471,69.0,1006.1,24.8,
73853,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689972019477,470,69.5,1006.2,24.7,
73864,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689972619447,456,70.0,1006.2,24.4,
73875,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689973219446,451,70.5,1006.5,24.4,
73885,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689973819394,477,70.5,1006.6,24.4,
73896,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689974419370,470,71.5,1006.6,24.1,
73907,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689975019321,474,72.0,1006.9,24.0,
73918,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689975619299,466,72.0,1007.1,24.0,
73929,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689976219282,455,71.0,1007.0,23.8,
73939,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689976819255,479,71.5,1007.2,23.4,
73950,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689977419190,485,72.5,1007.2,23.2,
73961,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689978019198,483,73.5,1007.3,22.9,
73972,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689978619158,460,73.5,1007.1,22.7,
73984,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689979219130,476,74.0,1007.3,22.6,
73995,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689979819107,495,75.0,1007.2,22.3,
74006,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689980419078,485,75.5,1007.3,22.1,
74017,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689981019045,488,77.5,1007.5,21.7,
74028,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689981619040,492,78.5,1007.6,21.7,
74039,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689982218982,492,78.5,1007.7,21.5,
74050,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689982818953,514,80.5,1007.7,20.9,
74061,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689983418935,551,83.0,1007.8,20.4,
74072,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689984018909,505,83.5,1007.7,19.9,
74083,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689984618864,519,84.5,1007.8,19.9,
74094,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689985218857,495,84.5,1007.7,19.9,
74105,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689985818857,519,85.0,1007.6,19.7,
74116,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689986418783,503,85.0,1007.7,19.8,
74127,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689987018754,502,85.0,1007.7,20.0,
74138,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689987618728,499,85.0,1007.5,19.8,
74150,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689988218695,513,85.5,1007.4,19.7,
74161,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689988818679,503,85.0,1007.5,19.8,
74171,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689989418624,495,84.5,1007.4,20.0,
74182,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689990018607,542,85.0,1007.5,19.8,
74193,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689990618586,526,86.0,1007.6,19.4,
74204,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689991218566,505,86.0,1007.7,19.5,
74215,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689991818531,504,86.5,1007.9,19.4,
74226,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689992418529,558,87.5,1008.0,19.1,
74237,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689993018457,544,88.0,1008.1,18.9,
74248,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689993618443,600,88.5,1008.2,18.7,
74259,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689994220123,547,89.5,1008.4,18.5,
74270,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689994818423,601,89.5,1008.6,18.2,
74281,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689995418353,595,90.0,1008.7,18.0,
74292,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689996018332,624,90.5,1008.8,18.0,
74303,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689996618347,606,91.5,1008.8,17.9,
74315,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689997218272,608,91.5,1008.9,17.9,
74326,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689997818262,610,92.0,1008.9,17.8,
74337,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689998418233,572,92.5,1009.2,17.9,
74348,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689999018182,614,92.5,1009.2,17.9,
74359,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1689999618215,602,92.5,1009.3,18.2,
74370,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1690000218115,599,92.5,1009.3,18.6,
74381,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1690000818062,577,92.0,1009.5,19.0,
74392,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1690001418067,569,91.5,1009.6,19.5,
74403,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1690002018039,546,89.5,1009.5,20.0,
74414,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1690002618010,545,89.0,1009.5,20.6,
74425,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1690003217997,522,85.5,1009.5,21.7,
74436,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1690003817943,517,81.5,1009.6,22.7,
74447,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1690004417919,520,77.5,1009.5,23.9,
74458,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1690005017894,508,74.5,1009.6,25.2,
74469,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1690005617871,529,70.0,1009.7,26.1,
74481,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1690006217876,511,68.0,1009.8,26.9,
74491,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1690006817822,525,63.5,1009.6,27.6,
74501,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1690007417769,510,64.5,1009.6,28.7,
74512,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1690008017753,485,60.5,1009.5,29.5,
74523,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1690008617712,494,58.5,1009.6,30.2,
74532,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1690009217698,512,56.5,1009.7,30.5,
74543,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1690009817671,504,55.5,1009.7,30.5,
74554,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1690010417649,496,54.5,1009.6,31.0,
74565,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1690011017602,486,55.5,1009.6,30.9,
74576,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1690011617551,495,55.5,1009.5,30.8,
74587,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1690012217561,484,55.0,1009.4,31.3,
74598,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1690012817534,464,55.0,1009.4,31.5,
74609,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1690013417483,480,55.5,1009.5,31.2,
74620,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1690014017476,482,60.0,1009.5,29.5,
74631,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1690014617464,474,57.5,1009.5,30.5,
74643,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1690015217402,490,57.0,1009.4,30.7,
74654,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1690015817404,464,52.5,1009.3,32.1,
74665,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1690016417361,478,53.5,1009.2,32.0,
74676,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1690017017320,464,51.0,1009.2,32.2,
