id,ts_generation,device_identifier,line,electrical_conductivity,humidity,temperature,battery
54965,1688949501714,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,634,25.41,26.8,NULL
54977,1688950103055,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,633,25.41,26.8,NULL
54988,1688950704428,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,632,25.41,26.7,NULL
55000,1688951305788,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,633,25.41,26.7,NULL
55012,1688951907152,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,632,25.35,26.6,NULL
55024,1688952508523,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,632,25.35,26.6,NULL
55036,1688953109865,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,631,25.35,26.5,NULL
55048,1688953711245,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,631,25.35,26.5,NULL
55060,1688954312616,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,631,25.35,26.4,NULL
55072,1688954913972,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,630,25.35,26.4,NULL
55084,1688955515320,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,631,25.24,26.4,NULL
55096,1688956116692,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,630,25.24,26.3,NULL
55108,1688956718050,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,630,25.24,26.3,NULL
55119,1688957319408,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,630,25.24,26.2,NULL
55131,1688957920782,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,629,25.24,26.2,NULL
55143,1688958522157,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,629,25.24,26.2,NULL
55155,1688959123497,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,629,25.17,26.1,NULL
55167,1688959724855,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,628,25.17,26.1,NULL
55179,1688960326213,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,628,25.17,26,NULL
55191,1688960927587,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,628,25.17,26,NULL
55202,1688961528947,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,628,25.17,25.9,NULL
55214,1688962130321,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,628,25.17,25.9,NULL
55226,1688962731684,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,627,25.17,25.9,NULL
55238,1688963333055,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,627,25.12,25.8,NULL
55250,1688963934397,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,626,25.12,25.8,NULL
55262,1688964535762,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,626,25.12,25.7,NULL
55274,1688965137132,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,626,25.12,25.7,NULL
55286,1688965738495,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,626,25.06,25.7,NULL
55298,1688966339867,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,625,25.06,25.6,NULL
55310,1688966941232,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,625,25.06,25.6,NULL
55321,1688967542571,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,624,25.01,25.6,NULL
55332,1688968143960,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,624,25.06,25.5,NULL
55344,1688968745312,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,623,25.01,25.5,NULL
55356,1688969346669,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,622,25.01,25.5,NULL
55368,1688969948030,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,622,24.95,25.5,NULL
55380,1688970549397,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,622,24.95,25.5,NULL
55392,1688971150775,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,621,24.95,25.5,NULL
55404,1688971752135,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,621,24.95,25.5,NULL
55415,1688972353508,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,620,24.95,25.5,NULL
55426,1688972954883,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,619,24.9,25.6,NULL
55438,1688973556253,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,619,24.9,25.6,NULL
55450,1688974157621,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,618,24.79,25.7,NULL
55462,1688974758992,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,618,24.79,25.7,NULL
55473,1688975360342,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,617,24.79,25.8,NULL
55485,1688975961711,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,617,24.73,25.8,NULL
55497,1688976563076,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,616,24.73,25.9,NULL
55509,1688977164450,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,614,24.68,26,NULL
55521,1688977765817,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,614,24.68,26.1,NULL
55533,1688978367180,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,613,24.68,26.2,NULL
55545,1688978968533,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,613,24.62,26.3,NULL
55557,1688979569903,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,612,24.62,26.4,NULL
55569,1688980171257,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,610,24.57,26.6,NULL
55581,1688980772636,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,609,24.57,26.7,NULL
55593,1688981374016,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,608,24.53,26.8,NULL
55605,1688981975385,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,607,24.53,26.9,NULL
55617,1688982576733,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,606,24.47,27.1,NULL
55629,1688983178105,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,605,24.36,27.2,NULL
55641,1688983779491,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,604,24.36,27.4,NULL
55653,1688984380852,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,603,24.31,27.5,NULL
55665,1688984982217,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,601,24.31,27.7,NULL
55677,1688985583601,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,600,24.25,27.8,NULL
55689,1688986184966,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,599,24.25,27.9,NULL
55700,1688986786339,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,598,24.31,28.1,NULL
55711,1688987387704,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,597,24.57,28.2,NULL
55723,1688987989084,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,596,25.46,28.4,NULL
55735,1688988590443,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,602,26.84,28.5,NULL
55747,1688989191828,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,614,27.6,28.7,NULL
55759,1688989793200,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,620,28.92,28.8,NULL
55771,1688990394573,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,617,30.41,28.9,NULL
55783,1688990995961,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,636,31.41,29,NULL
55795,1688991597313,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,664,32.3,29.1,NULL
55807,1688992198690,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,714,33.29,29.1,NULL
55819,1688992800069,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,780,34.31,29.2,NULL
55831,1688993401429,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,816,34.91,29.3,NULL
55843,1688994002810,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,841,35.58,29.3,NULL
55855,1688994604174,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,867,36.34,29.3,NULL
55867,1688995205566,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,896,36.95,29.3,NULL
55879,1688995806933,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,932,37.33,29.3,NULL
55891,1688996408315,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,965,37.09,29.3,100
55903,1688997009675,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,972,36.09,29.3,NULL
55915,1688997611045,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,969,35.2,29.3,NULL
55927,1688998212413,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,960,34.61,29.3,NULL
55939,1688998813794,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,950,34.16,29.3,NULL
55951,1688999415170,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,939,33.73,29.3,NULL
55963,1689000016525,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,926,33.37,29.3,NULL
55975,1689000617899,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,917,33.09,29.3,NULL
55987,1689001219274,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,905,32.72,29.3,NULL
55999,1689001820658,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,896,32.5,29.3,NULL
56011,1689002422029,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,887,32.24,29.3,NULL
56023,1689003023413,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,878,32.03,29.3,NULL
56033,1689003624766,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,870,31.9,29.3,NULL
56045,1689004226146,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,863,31.68,29.3,NULL
56057,1689004827522,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,856,31.48,29.3,NULL
56069,1689005428872,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,850,31.35,29.4,NULL
56081,1689006030253,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,843,31.21,29.4,NULL
56093,1689006631629,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,838,31.07,29.4,NULL
56105,1689007232984,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,832,30.93,29.4,NULL
56117,1689007834367,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,828,30.8,29.3,NULL
56129,1689008435716,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,823,30.66,29.3,NULL
56141,1689009037088,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,817,30.53,29.3,NULL
56153,1689009638453,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,813,30.47,29.3,NULL
56165,1689010239814,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,809,30.33,29.3,NULL
56177,1689010841168,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,805,30.26,29.3,NULL
56190,1689011442531,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,803,30.07,29.2,NULL
56202,1689012043898,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,799,30.07,29.2,NULL
56214,1689012645281,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,796,30.01,29.2,NULL
56225,1689013246627,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,794,29.94,29.2,NULL
56237,1689013848005,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,791,29.88,29.1,NULL
56249,1689014449374,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,789,29.81,29.1,NULL
56261,1689015050728,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,785,29.81,29.1,NULL
56273,1689015652117,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,784,29.75,29,NULL
56285,1689016253480,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,781,29.62,29,NULL
56297,1689016854839,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,779,29.62,28.9,NULL
56309,1689017456189,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,777,29.56,28.9,NULL
56321,1689018057564,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,775,29.56,28.8,NULL
56333,1689018658920,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,773,29.49,28.8,NULL
56345,1689019260270,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,771,29.49,28.7,NULL
56357,1689019861640,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,769,29.43,28.7,NULL
56370,1689020463022,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,767,29.36,28.6,NULL
56382,1689021064378,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,765,29.29,28.5,NULL
56394,1689021665749,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,762,29.29,28.5,NULL
56406,1689022267120,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,761,29.23,28.4,NULL
56418,1689022868489,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,758,29.1,28.4,NULL
56430,1689023469840,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,756,29.1,28.3,NULL
56442,1689024071219,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,755,29.03,28.2,NULL
56454,1689024672559,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,752,29.03,28.2,NULL
56466,1689025273918,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,752,29.03,28.1,NULL
56477,1689025875299,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,749,28.97,28.1,NULL
56489,1689026476655,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,747,28.97,28,NULL
56501,1689027078049,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,746,28.92,28,NULL
56513,1689027679368,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,744,28.92,27.9,NULL
56525,1689028280759,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,743,28.92,27.8,NULL
56537,1689028882093,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,741,28.85,27.8,NULL
56549,1689029483467,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,740,28.85,27.7,NULL
56562,1689030084827,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,738,28.78,27.7,NULL
56573,1689030686183,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,737,28.78,27.6,NULL
56585,1689031287537,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,736,28.72,27.6,NULL
56597,1689031888907,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,733,28.72,27.5,NULL
56609,1689032490266,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,732,28.6,27.5,NULL
56621,1689033091617,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,730,28.6,27.4,NULL
56633,1689033692983,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,729,28.53,27.4,NULL
56645,1689034294359,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,726,28.53,27.3,NULL
56657,1689034895714,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,724,28.53,27.3,NULL
56669,1689035497071,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,723,28.47,27.2,NULL
56681,1689036098428,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,720,28.47,27.2,NULL
56693,1689036699780,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,719,28.47,27.1,NULL
56704,1689037301158,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,718,28.4,27.1,NULL
56716,1689037902497,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,716,28.4,27.1,NULL
56727,1689038503885,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,715,28.35,27,NULL
56739,1689039105235,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,714,28.35,27,NULL
56751,1689039706583,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,713,28.35,26.9,NULL
56763,1689040307959,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,711,28.28,26.9,NULL
56775,1689040909310,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,711,28.28,26.8,NULL
56787,1689041510659,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,709,28.28,26.8,NULL
56799,1689042112025,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,708,28.22,26.7,NULL
56812,1689042713386,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,707,28.22,26.7,NULL
56824,1689043314743,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,705,28.22,26.7,NULL
56836,1689043916093,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,704,28.22,26.6,NULL
56848,1689044517451,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,702,28.1,26.6,NULL
56860,1689045118799,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,702,28.1,26.5,NULL
56872,1689045720175,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,701,28.1,26.5,NULL
56883,1689046321540,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,700,28.03,26.4,NULL
56895,1689046922915,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,697,28.03,26.4,NULL
56906,1689047524283,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,697,28.03,26.4,NULL
56918,1689048125642,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,695,27.98,26.3,NULL
56930,1689048727016,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,694,27.91,26.3,NULL
56942,1689049328361,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,694,27.98,26.2,NULL
56954,1689049929728,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,691,27.91,26.2,NULL
56966,1689050531079,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,689,27.91,26.1,NULL
56978,1689051132455,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,688,27.86,26.1,NULL
56990,1689051733808,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,686,27.86,26.1,NULL
57002,1689052335185,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,684,27.79,26,NULL
57014,1689052936530,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,682,27.79,26,NULL
57026,1689053537907,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,680,27.72,26,NULL
57038,1689054139271,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,678,27.6,25.9,NULL
57050,1689054740636,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,675,27.6,25.9,NULL
57062,1689055342005,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,673,27.55,25.9,NULL
57074,1689055943371,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,670,27.48,25.9,NULL
57086,1689056544753,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,667,27.43,25.9,NULL
57098,1689057146087,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,665,27.36,25.8,NULL
57110,1689057747459,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,663,27.31,25.8,NULL
57122,1689058348813,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,658,27.31,25.9,NULL
57134,1689058950198,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,655,27.24,25.9,NULL
57146,1689059551585,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,652,27.19,25.9,NULL
57158,1689060152919,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,650,27.07,25.9,NULL
57170,1689060754296,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,647,27.02,25.9,NULL
57182,1689061355667,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,644,26.95,26,NULL
57194,1689061957017,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,640,26.9,26.1,NULL
57206,1689062558385,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,635,26.84,26.1,NULL
57218,1689063159916,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,632,26.77,26.2,NULL
57230,1689063761122,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,628,26.72,26.3,NULL
57242,1689064362498,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,625,26.6,26.4,NULL
57254,1689064963846,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,620,26.55,26.5,NULL
57266,1689065565220,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,616,26.49,26.6,NULL
57278,1689066166573,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,612,26.42,26.7,NULL
57290,1689066767940,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,608,26.37,26.9,NULL
57302,1689067369308,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,604,26.32,27,NULL
57314,1689067970670,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,600,26.32,27.1,NULL
57326,1689068572036,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,596,26.25,27.3,NULL
57338,1689069173414,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,594,26.14,27.4,NULL
57349,1689069774780,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,589,26.02,27.5,NULL
57361,1689070376131,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,585,26.02,27.7,NULL
57373,1689070977496,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,580,25.96,27.8,NULL
57385,1689071578886,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,575,25.91,28,NULL
57397,1689072180262,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,571,25.86,28.1,NULL
57409,1689072781631,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,567,25.8,28.3,NULL
57422,1689073383022,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,563,25.68,28.5,NULL
57434,1689073984392,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,559,25.62,28.6,NULL
57446,1689074585766,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,554,25.57,28.8,NULL
57458,1689075187139,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,551,25.51,28.9,NULL
57470,1689075788503,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,547,25.46,29.1,NULL
57482,1689076389860,9d5fe860849cee394ff52cd69a6d69642ea9f4756dac178e8ac998373f88563d,2,543,25.41,29.2,NULL
